BANNER_ID,_CUSTOMER1_FISCHER_GROUPS_BY_USER.GROUP_EMAIL,_CUSTOMER1_FISCHER_ROLES_ALUM_VIEW.ROLE
A00069490,null,ALUM
B00419642,null,ALUM
A00056184,null,ALUM
A00094454,null,ALUM
A00081132,null,ALUM
B00194803,null,ALUM
B00170835,null,ALUM
B00420625,null,ALUM
A00459361,null,ALUM
B00168509,null,ALUM
B00194809,null,ALUM
A00474987,null,ALUM
B00383112,null,ALUM
A00459369,null,ALUM
A00459368,null,ALUM
A00410090,null,ALUM
A00459364,null,ALUM
A00205293,null,ALUM
A00461680,null,ALUM
B00170847,null,ALUM
B00145878,null,ALUM
A00446027,null,ALUM
B00420639,null,ALUM
B00469909,null,ALUM
A00473663,null,ALUM
A00068148,null,ALUM
B00083060,null,ALUM
B00469906,null,ALUM
B00625793,null,ALUM
B00144542,null,ALUM
B00625792,null,ALUM
B00405016,null,ALUM
A00459375,null,ALUM
B00625791,null,ALUM
B00623139,null,ALUM
B00371157,null,ALUM
A00460369,null,ALUM
B00371154,null,ALUM
A00446026,null,ALUM
B00372486,null,ALUM
B00433965,null,ALUM
B00358184,null,ALUM
B00371151,null,ALUM
A00459381,null,ALUM
A00448678,null,ALUM
B00787648,null,ALUM
B00420641,null,ALUM
A00471012,null,ALUM
B00623144,null,ALUM
A00070476,null,ALUM
A00410079,null,ALUM
B00397753,null,ALUM
B00119548,null,ALUM
B00143237,null,ALUM
B00385788,null,ALUM
B00787658,null,ALUM
B00144562,null,ALUM
B00143232,null,ALUM
B00624489,null,ALUM
B00322182,null,ALUM
A00434032,null,ALUM
A00459395,null,ALUM
B00623154,null,ALUM
B00623151,null,ALUM
B00310181,null,ALUM
B00216711,null,ALUM
A00461630,null,ALUM
B00371174,"depts-lib-staff,bannerusers,depts-lib-staff,bannerusers",null
B00371173,null,ALUM
A00056133,null,ALUM
A00196672,null,ALUM
A00196675,null,ALUM
A00069445,null,ALUM
A00292524,null,ALUM
B00157804,null,ALUM
B00407625,null,ALUM
A00450995,null,ALUM
B00157805,null,ALUM
A00071787,null,ALUM
A00450999,depts-mctr-staff,null
A00032184,null,ALUM
B00145836,null,ALUM
B00623172,null,ALUM
B00787677,null,ALUM
A00058787,null,ALUM
B00396490,null,ALUM
B00323494,null,ALUM
A00458004,null,ALUM
A00196680,null,ALUM
A00292535,null,ALUM
B00623174,null,ALUM
B00433923,null,ALUM
B00787695,null,ALUM
A00196699,null,ALUM
B00204744,null,ALUM
B00145848,null,ALUM
B00311487,null,ALUM
A00387157,null,ALUM
B00323480,null,ALUM
B00145842,null,ALUM
A00388481,null,ALUM
A00459348,null,ALUM
A00376496,null,ALUM
B00371182,null,ALUM
A00056144,null,ALUM
A00473649,null,ALUM
A00083743,null,ALUM
B00311498,null,ALUM
A00292510,null,ALUM
A00459357,null,ALUM
A00459351,null,ALUM
B00144523,null,ALUM
B00145851,null,ALUM
A00045441,null,ALUM
A00019156,null,ALUM
A00390799,null,ALUM
B00263063,null,ALUM
B00430036,null,ALUM
B00673452,null,ALUM
A00033452,null,ALUM
B00673460,null,ALUM
A00057425,null,ALUM
B00276373,null,ALUM
B00882197,null,ALUM
B00251074,null,ALUM
B00251094,null,ALUM
A00071744,null,ALUM
B00275040,null,ALUM
B00431355,null,ALUM
B00263052,null,ALUM
B00469991,null,ALUM
B00470962,null,ALUM
B00673469,null,ALUM
B00430028,null,ALUM
B00661458,null,ALUM
A00032135,null,ALUM
B00276364,null,ALUM
A00033469,null,ALUM
B00442003,null,ALUM
B00276368,null,ALUM
B00275035,null,ALUM
B00251087,null,ALUM
B00276361,null,ALUM
B00417086,null,ALUM
B00673439,null,ALUM
A00399146,null,ALUM
B00429065,null,ALUM
B00385718,null,ALUM
B00275028,null,ALUM
B00430064,null,ALUM
A00171310,null,ALUM
B00275022,null,ALUM
B00252383,null,ALUM
A00020176,null,ALUM
A00071722,null,ALUM
B00299053,null,ALUM
B00673444,null,ALUM
B00470943,null,ALUM
B00385707,null,ALUM
B00673450,null,ALUM
B00385701,null,ALUM
B00276342,null,ALUM
B00275010,null,ALUM
B00276341,null,ALUM
B00348794,null,ALUM
B00347466,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",ALUM
B00372422,null,ALUM
B00895462,null,ALUM
B00895460,null,ALUM
A00399171,null,ALUM
A00473696,null,ALUM
B00869176,null,ALUM
A00473695,null,ALUM
B00372418,null,ALUM
A00471050,null,ALUM
B00372410,null,ALUM
B00431311,null,ALUM
B00445959,null,ALUM
A00197931,"depts-let-fac,depts-span-fac,depts-let-fac,depts-span-fac",null
A00033427,null,ALUM
B00346153,null,ALUM
B00869163,null,ALUM
A00471060,"bannerusers,depts-edpol-fac,depts-educ-fac,bannerusers,depts-edpol-fac,depts-educ-fac",ALUM
A00020129,null,ALUM
B00432673,null,ALUM
B00870184,null,ALUM
A00196610,null,ALUM
B00275064,null,ALUM
B00884793,null,ALUM
B00275065,null,ALUM
B00406398,null,ALUM
B00192191,null,ALUM
B00429039,null,ALUM
B00373766,null,ALUM
B00347499,null,ALUM
B00884796,null,ALUM
B00433992,null,ALUM
B00433993,null,ALUM
B00022257,null,ALUM
A00007187,null,ALUM
A00032111,null,ALUM
B00869189,null,ALUM
A00197957,null,ALUM
A00034776,null,ALUM
A00033449,null,ALUM
A00034779,null,ALUM
A00472398,null,ALUM
B00239358,null,ALUM
B00266976,null,ALUM
B00882222,null,ALUM
B00023552,null,ALUM
B00266974,null,ALUM
A00134432,null,ALUM
B00266971,null,ALUM
B00034203,null,ALUM
B00012898,null,ALUM
B00214060,null,ALUM
B00311507,null,ALUM
B00869254,null,ALUM
B00895536,null,ALUM
A00388509,null,ALUM
B00226039,null,ALUM
B00214066,null,ALUM
B00238033,null,ALUM
B00278954,null,ALUM
B00034207,null,ALUM
B00871569,null,ALUM
B00214064,null,ALUM
B00882236,null,ALUM
B00882232,null,ALUM
A00353896,null,ALUM
B00192299,null,ALUM
A00413924,null,ALUM
B00895551,null,ALUM
B00227361,null,ALUM
B00227362,null,ALUM
B00870223,null,ALUM
B00215380,null,ALUM
B00011557,null,ALUM
A00425909,null,ALUM
B00226027,null,ALUM
B00012882,depts-educ-fac,ALUM
B00035540,null,ALUM
B00214053,null,ALUM
B00239377,null,ALUM
B00012884,"depts-fa-fac,depts-mus-fac,depts-fa-fac,depts-mus-fac",null
B00348814,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",null
B00720271,null,ALUM
B00192280,null,ALUM
B00266952,null,ALUM
B00882207,null,ALUM
B00884868,null,ALUM
B00348816,null,ALUM
A00390851,null,ALUM
B00882209,null,ALUM
B00254968,null,ALUM
A00008400,null,ALUM
A00401940,null,ALUM
A00389811,null,ALUM
B00023547,null,ALUM
B00882213,null,ALUM
B00022218,null,ALUM
B00684065,null,ALUM
B00479235,null,ALUM
B00242999,null,ALUM
B00291967,null,ALUM
B00291968,null,ALUM
B00024874,null,ALUM
A00377823,null,ALUM
A00377821,null,ALUM
B00214071,null,ALUM
B00278928,null,ALUM
B00214076,null,ALUM
B00481557,null,ALUM
B00312823,null,ALUM
B00024847,null,ALUM
B00000876,null,ALUM
B00348832,"depts-ppol-fac,depts-sosc-fac,depts-ppol-fac,depts-sosc-fac",ALUM
B00455255,null,ALUM
A00352510,null,ALUM
B00192264,null,ALUM
B00265687,null,ALUM
B00024840,null,ALUM
B00000872,null,ALUM
B00869213,null,ALUM
B00361802,null,ALUM
B00456594,null,ALUM
A00449901,null,ALUM
B00869216,null,ALUM
B00431296,null,ALUM
B00278994,null,ALUM
B00482874,depts-educ-fac,null
B00481543,null,ALUM
B00482875,depts-educ-fac,null
B00481544,null,ALUM
B00455260,null,ALUM
B00252381,null,ALUM
B00720200,null,ALUM
B00193584,null,ALUM
A00390887,null,ALUM
B00085724,null,ALUM
A00008451,null,ALUM
B00214092,null,ALUM
B00722853,null,ALUM
B00012841,null,ALUM
A00425945,null,ALUM
B00214094,null,ALUM
B00455270,null,ALUM
A00353827,null,ALUM
B00720231,null,ALUM
B00720230,null,ALUM
B00264331,null,ALUM
B00470877,null,ALUM
B00470876,null,ALUM
B00869232,"depts-ppol-fac,depts-sosc-fac,depts-ppol-fac,depts-sosc-fac",ALUM
B00719249,null,ALUM
B00719248,null,ALUM
B00869237,null,ALUM
B00180257,null,ALUM
B00870216,null,ALUM
B00266987,null,ALUM
B00023506,null,ALUM
B00024830,null,ALUM
B00884836,null,ALUM
B00277638,null,ALUM
B00240380,null,ALUM
B00084414,null,ALUM
B00870200,null,ALUM
B00180264,null,ALUM
A00435308,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",ALUM
B00229950,depts-educ-staff,ALUM
B00335560,null,ALUM
A00437968,null,ALUM
A00437969,null,ALUM
B00205979,null,ALUM
A00437971,null,ALUM
B00336884,null,ALUM
B00167254,null,ALUM
B00722822,null,ALUM
B00322235,null,ALUM
A00409006,null,ALUM
A00400673,null,ALUM
A00409005,null,ALUM
B00336882,"depts-oia-staff,bannerusers,depts-oia-staff,bannerusers",null
B00155266,null,ALUM
B00336880,"depts-nsm-fac,depts-chph-fac,depts-nsm-fac,depts-chph-fac",null
B00229940,null,ALUM
A00450956,null,ALUM
B00336879,null,ALUM
B00335546,null,ALUM
B00083103,null,ALUM
B00228603,null,ALUM
B00311595,null,ALUM
B00168574,null,ALUM
B00180243,null,ALUM
B00000856,null,ALUM
B00857200,null,ALUM
B00625719,null,ALUM
B00192207,null,ALUM
A00474923,null,ALUM
B00084442,null,ALUM
B00625721,null,ALUM
A00436620,null,ALUM
A00459303,null,ALUM
A00292423,null,ALUM
B00214001,null,ALUM
A00462946,null,ALUM
B00871504,null,ALUM
B00012831,null,ALUM
B00312899,null,ALUM
B00625727,null,ALUM
A00450971,null,ALUM
B00179235,null,ALUM
B00625722,null,ALUM
B00336861,null,ALUM
B00860849,null,ALUM
B00395177,null,ALUM
B00084457,null,ALUM
B00230945,null,ALUM
B00721508,null,ALUM
A00411330,null,ALUM
B00229954,null,ALUM
B00228622,"depts-eng-fac,depts-fren-staff,depts-let-fac,depts-let-staff,depts-ll-fac,bannerusers,depts-chns-fac,depts-edpol-fac,depts-eng-fac,depts-fren-staff,depts-let-fac,depts-let-staff,depts-ll-fac,bannerusers,depts-chns-fac,depts-edpol-fac",null
B00230942,null,ALUM
A00462951,null,ALUM
B00012826,null,ALUM
A00459314,null,ALUM
B00407613,null,ALUM
B00311579,null,ALUM
A00423308,null,ALUM
B00625737,"depts-fa-fac,depts-arts-fac,depts-fa-fac,depts-arts-fac",null
B00322203,null,ALUM
B00834585,null,ALUM
A00068082,null,ALUM
B00834582,null,ALUM
B00833250,null,ALUM
B00194841,null,ALUM
A00450900,null,ALUM
B00156563,null,ALUM
B00229995,null,ALUM
B00204688,"depts-fa-fac,depts-mus-fac,depts-fa-fac,depts-mus-fac",null
B00083136,null,ALUM
B00336840,null,ALUM
B00625743,null,ALUM
B00312871,null,ALUM
A00435353,null,ALUM
A00094364,null,ALUM
A00436669,null,ALUM
A00436667,null,ALUM
B00203375,null,ALUM
B00170882,null,ALUM
B00170881,null,ALUM
B00227322,null,ALUM
B00155225,null,ALUM
A00082398,null,ALUM
B00204698,depts-rcl-staff,null
B00203366,null,ALUM
B00215344,null,ALUM
B00624420,null,ALUM
B00625750,null,ALUM
B00084470,null,ALUM
B00144586,null,ALUM
B00180203,null,ALUM
B00266914,null,ALUM
B00143271,null,ALUM
B00214037,null,ALUM
B00480278,depts-csch-staff,null
B00266912,null,ALUM
B00000814,null,ALUM
B00480277,depts-csch-staff,null
A00437986,null,ALUM
B00194821,null,ALUM
B00194820,null,ALUM
A00409072,null,ALUM
A00082367,null,ALUM
B00194826,null,ALUM
B00155261,null,ALUM
A00434002,null,ALUM
B00214043,null,ALUM
B00169895,null,ALUM
B00230990,null,ALUM
B00084481,null,ALUM
B00143266,null,ALUM
B00168569,null,ALUM
B00834558,null,ALUM
B00242958,null,ALUM
B00214029,null,ALUM
B00623109,null,ALUM
B00834551,null,ALUM
A00423354,null,ALUM
B00834550,null,ALUM
B00227342,null,ALUM
B00300884,null,ALUM
B00227343,null,ALUM
B00194810,null,ALUM
B00170862,"depts-mgmt-fac,depts-bus-fac,depts-mgmt-fac,depts-bus-fac",null
B00194811,null,ALUM
B00194814,null,ALUM
B00194816,null,ALUM
B00194815,null,ALUM
B00227336,null,ALUM
B00229999,null,ALUM
B00230982,null,ALUM
B00083164,"depts-fa-fac,depts-mus-fac,depts-fa-fac,depts-mus-fac",ALUM
B00167224,null,ALUM
B00084492,null,ALUM
B00625771,null,ALUM
A00462915,null,ALUM
B00372108,null,ALUM
B00397408,null,ALUM
A00292608,null,ALUM
B00215709,null,ALUM
A00056064,"depts-fren-fac,depts-let-fac,depts-fren-fac,depts-let-fac",null
B00787743,null,ALUM
B00787748,null,ALUM
A00068039,null,ALUM
B00144890,null,ALUM
B00350799,"depts-fa-staff,depts-mus-staff,depts-fa-staff,depts-mus-staff",ALUM
B00422922,null,ALUM
B00143560,null,ALUM
B00347151,null,ALUM
B00144896,null,ALUM
B00407303,depts-trio-staff,null
A00446392,null,ALUM
B00410958,null,ALUM
A00469055,null,ALUM
B00335153,null,ALUM
A00083687,null,ALUM
A00433087,null,ALUM
A00071673,null,ALUM
A00302515,null,ALUM
B00847919,null,ALUM
A00446383,null,ALUM
B00215727,null,ALUM
B00847912,null,ALUM
B00847920,null,ALUM
A00082322,null,ALUM
B00787766,null,ALUM
B00312498,null,ALUM
A00470045,null,ALUM
B00625688,null,ALUM
A00433079,null,ALUM
B00422944,null,ALUM
B00323162,bannerusers,ALUM
B00362791,null,ALUM
B00385430,null,ALUM
B00421611,null,ALUM
A00471373,null,ALUM
B00434927,null,ALUM
B00372111,null,ALUM
B00410974,null,ALUM
B00374771,null,ALUM
B00787784,null,ALUM
B00410971,null,ALUM
B00385429,null,ALUM
B00193805,null,ALUM
B00193807,"depts-mgmt-fac,depts-bus-fac,depts-mgmt-fac,depts-bus-fac",null
B00859904,null,ALUM
B00396119,null,ALUM
A00046695,null,ALUM
A00460669,null,ALUM
B00397448,null,ALUM
A00071654,null,ALUM
A00021398,null,ALUM
B00298096,null,ALUM
B00336452,null,ALUM
B00787791,null,ALUM
B00372145,null,ALUM
A00033382,null,ALUM
A00033374,null,ALUM
B00298088,null,ALUM
B00361486,null,ALUM
B00624379,null,ALUM
A00292642,null,ALUM
B00374794,null,ALUM
B00673303,null,ALUM
A00084971,null,ALUM
B00202433,null,ALUM
B00201100,null,ALUM
B00623056,null,ALUM
B00143532,null,ALUM
B00835932,null,ALUM
A00068022,null,ALUM
B00215764,null,ALUM
A00460685,null,ALUM
A00084948,null,ALUM
B00154202,null,ALUM
A00469019,null,ALUM
B00203776,null,ALUM
A00473997,null,ALUM
B00337753,null,ALUM
A00458376,null,ALUM
B00214442,null,ALUM
B00311126,null,ALUM
A00472661,null,ALUM
A00292637,null,ALUM
B00215759,null,ALUM
B00214423,null,ALUM
A00084957,null,ALUM
B00397435,null,ALUM
A00057353,"depts-nsm-fac,bannerusers,depts-chph-fac,depts-nsm-fac,bannerusers,depts-chph-fac",null
B00167503,null,ALUM
A00058684,null,ALUM
B00167505,null,ALUM
A00056025,null,ALUM
B00385468,"depts-hr-staff,bannerusers,depts-hr-staff,bannerusers",null
B00336412,null,ALUM
A00470017,null,ALUM
B00143550,null,ALUM
A00071647,null,ALUM
A00458389,null,ALUM
B00835914,null,ALUM
A00471341,null,ALUM
A00351505,null,ALUM
A00021351,null,ALUM
B00287395,null,ALUM
B00456305,null,ALUM
B00673332,null,ALUM
B00431006,null,ALUM
A00084923,null,ALUM
A00034664,null,ALUM
A00072947,null,ALUM
B00421675,null,ALUM
A00072945,null,ALUM
A00196752,null,ALUM
A00034668,null,ALUM
B00350713,null,ALUM
B00421693,null,ALUM
A00020035,null,ALUM
B00131516,null,ALUM
A00084938,null,ALUM
A00145183,null,ALUM
A00084932,null,ALUM
B00144827,null,ALUM
A00083600,null,ALUM
B00406062,null,ALUM
A00084933,null,ALUM
A00196763,null,ALUM
B00349746,null,ALUM
B00699940,null,ALUM
B00168804,null,ALUM
A00058655,null,ALUM
A00059989,null,ALUM
B00431032,null,ALUM
B00349752,null,ALUM
B00457628,null,ALUM
A00046662,null,ALUM
B00445660,null,ALUM
B00673327,null,ALUM
A00047996,null,ALUM
B00445662,null,ALUM
B00894281,"depts-fa-fac,depts-dnc-fac,depts-fa-fac,depts-dnc-fac",null
B00457627,null,ALUM
B00673322,null,ALUM
B00034398,null,ALUM
B00445656,null,ALUM
B00374727,null,ALUM
B00349769,null,ALUM
B00374726,null,ALUM
B00374722,null,ALUM
B00434950,null,ALUM
B00673374,null,ALUM
B00673375,null,ALUM
B00895582,null,ALUM
B00673377,null,ALUM
B00421639,null,ALUM
B00386704,null,ALUM
B00870278,null,ALUM
B00673383,null,ALUM
A00196715,null,ALUM
B00386700,null,ALUM
B00386702,null,ALUM
B00008086,null,ALUM
A00007092,null,ALUM
B00869297,null,ALUM
B00045017,null,ALUM
B00720162,null,ALUM
B00349778,null,ALUM
A00072911,null,ALUM
B00349779,null,ALUM
A00021328,null,ALUM
B00458930,null,ALUM
B00870271,null,ALUM
B00033051,null,ALUM
A00035960,null,ALUM
B00446928,null,ALUM
B00287372,null,ALUM
A00059911,null,ALUM
B00406023,null,ALUM
B00869282,null,ALUM
B00407356,null,ALUM
B00299345,null,ALUM
B00374719,null,ALUM
B00349789,null,ALUM
B00373414,null,ALUM
A00047966,null,ALUM
B00023693,null,ALUM
A00060933,null,ALUM
B00458901,null,ALUM
B00720190,null,ALUM
A00035970,null,ALUM
B00350770,"depts-mgmt-fac,depts-bus-fac,depts-mgmt-fac,depts-bus-fac",null
B00434981,null,ALUM
B00350771,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",null
B00287380,null,ALUM
B00299357,null,ALUM
A00020011,null,ALUM
A00020014,null,ALUM
B00287387,null,ALUM
B00434961,null,ALUM
B00673369,null,ALUM
B00870295,null,ALUM
B00673373,null,ALUM
B00299364,null,ALUM
B00446940,depts-trio-staff,null
B00299366,null,ALUM
B00348470,null,ALUM
A00436914,null,ALUM
B00720134,null,ALUM
B00720133,null,ALUM
B00673297,"depts-mcs-fac,depts-nsm-fac,depts-mcs-fac,depts-nsm-fac",null
B00469580,null,ALUM
B00857380,null,ALUM
B00869377,null,ALUM
B00456275,null,ALUM
B00871684,null,ALUM
B00011683,null,ALUM
B00238395,null,ALUM
B00250024,null,ALUM
B00868040,null,ALUM
B00300504,null,ALUM
B00883689,null,ALUM
B00071401,null,ALUM
B00444274,null,ALUM
B00871681,null,ALUM
A00172817,null,ALUM
A00436907,null,ALUM
B00300500,depts-trio-staff,ALUM
B00084715,null,ALUM
A00400949,null,ALUM
B00456287,null,ALUM
B00275319,null,ALUM
B00844084,null,ALUM
B00071409,null,ALUM
A00387522,null,ALUM
B00870348,null,ALUM
A00035927,null,ALUM
B00868030,null,ALUM
B00238368,null,ALUM
A00376867,null,ALUM
A00047922,null,ALUM
B00883653,null,ALUM
B00287332,null,ALUM
B00286001,null,ALUM
A00291292,null,ALUM
B00868067,null,ALUM
B00252665,null,ALUM
B00844098,null,ALUM
B00251337,depts-aper-fac,null
A00011927,null,ALUM
A00034602,null,ALUM
B00277964,null,ALUM
B00844092,null,ALUM
A00375528,null,ALUM
B00069102,null,ALUM
A00021303,null,ALUM
B00470546,null,ALUM
B00673287,null,ALUM
A00022636,null,ALUM
B00250017,null,ALUM
B00008057,null,ALUM
B00870365,null,ALUM
B00456266,null,ALUM
A00349265,null,ALUM
B00238389,null,ALUM
B00071428,null,ALUM
B00720139,null,ALUM
B00249084,null,ALUM
B00469543,null,ALUM
B00432256,null,ALUM
A00412983,null,ALUM
B00844028,null,ALUM
B00263386,null,ALUM
A00412989,null,ALUM
A00009674,null,ALUM
A00007015,null,ALUM
B00457561,null,ALUM
A00448933,null,ALUM
B00035618,null,ALUM
A00011980,null,ALUM
B00421595,null,ALUM
B00290938,null,ALUM
B00288617,null,ALUM
B00350809,null,ALUM
B00470520,null,ALUM
B00470525,null,ALUM
B00470524,null,ALUM
B00119930,null,ALUM
B00470526,null,ALUM
B00035625,null,ALUM
B00470528,null,ALUM
A00448924,null,ALUM
A00007004,null,ALUM
B00191299,null,ALUM
A00007002,null,ALUM
B00844045,null,ALUM
A00011978,null,ALUM
B00250077,null,ALUM
B00870306,null,ALUM
B00023614,null,ALUM
B00249064,"bannerusers,depts-cont-staff,bannerusers,depts-cont-staff",null
A00023914,null,ALUM
B00249066,null,ALUM
B00084766,null,ALUM
B00010339,null,ALUM
B00432286,null,ALUM
B00872991,null,ALUM
A00424942,null,ALUM
B00251376,null,ALUM
B00871668,null,ALUM
B00274015,null,ALUM
B00720109,null,ALUM
B00237089,null,ALUM
B00289968,null,ALUM
B00445581,"depts-mgmt-fac,depts-bus-fac,depts-mgmt-fac,depts-bus-fac",null
B00249074,"depts-mcc-staff,bannerusers,depts-mcc-staff,bannerusers",null
A00399598,null,ALUM
B00456217,null,ALUM
B00249078,null,ALUM
A00448902,null,ALUM
B00010327,null,ALUM
B00719119,null,ALUM
B00868018,null,ALUM
B00083444,null,ALUM
A00145233,null,ALUM
A00010627,null,ALUM
A00423622,null,ALUM
B00191270,null,ALUM
A00424956,null,ALUM
B00000955,null,ALUM
B00323215,null,ALUM
B00214339,null,ALUM
B00000958,null,ALUM
B00178275,null,ALUM
B00397487,null,ALUM
A00448984,null,ALUM
B00397488,null,ALUM
B00300573,null,ALUM
A00446322,null,ALUM
B00166292,null,ALUM
B00324546,null,ALUM
B00252607,null,ALUM
B00845315,null,ALUM
B00324549,null,ALUM
B00397486,null,ALUM
A00408040,null,ALUM
B00082126,null,ALUM
B00012934,null,ALUM
B00722706,null,ALUM
B00203676,null,ALUM
B00300583,null,ALUM
B00336523,null,ALUM
A00421015,null,ALUM
B00252600,null,ALUM
B00011604,"depts-sosc-fac,depts-econ-fac,depts-sosc-fac,depts-econ-fac",null
A00446315,null,ALUM
B00384166,null,ALUM
B00384167,null,ALUM
B00083451,null,ALUM
B00311224,null,ALUM
B00178283,null,ALUM
B00312556,null,ALUM
B00708419,null,ALUM
B00024933,null,ALUM
B00000944,null,ALUM
A00458314,null,ALUM
B00024939,"depts-uga-staff,bannerusers,depts-uga-staff,bannerusers",ALUM
B00000946,null,ALUM
B00859973,null,ALUM
B00397498,depts-trio-staff,null
B00397499,depts-trio-staff,null
B00397497,"depts-trio-staff,bannerusers,depts-trio-staff,bannerusers",null
B00300589,null,ALUM
B00372174,null,ALUM
B00396167,null,ALUM
B00201027,null,ALUM
A00447638,null,ALUM
B00300591,null,ALUM
B00312564,null,ALUM
B00215661,null,ALUM
B00857305,null,ALUM
B00239651,null,ALUM
B00241935,null,ALUM
B00384191,null,ALUM
B00024902,null,ALUM
B00265905,null,ALUM
B00024904,null,ALUM
B00213027,null,ALUM
B00300553,null,ALUM
B00844006,null,ALUM
A00410348,null,ALUM
B00397463,null,ALUM
A00448959,null,ALUM
B00225003,null,ALUM
A00448953,null,ALUM
A00292540,null,ALUM
A00410353,null,ALUM
B00225007,null,ALUM
B00178262,null,ALUM
B00213031,null,ALUM
A00457003,null,ALUM
B00312535,null,ALUM
B00313865,null,ALUM
B00024911,null,ALUM
A00434307,null,ALUM
B00214349,null,ALUM
B00024915,null,ALUM
B00372196,null,ALUM
A00471307,null,ALUM
B00012945,null,ALUM
A00411691,null,ALUM
A00448943,null,ALUM
A00471304,null,ALUM
A00387585,null,ALUM
A00472632,null,ALUM
B00083484,null,ALUM
B00215685,null,ALUM
A00082294,null,ALUM
B00625615,null,ALUM
A00387580,null,ALUM
B00846607,null,ALUM
A00375594,null,ALUM
B00155596,null,ALUM
B00240662,null,ALUM
B00225034,depts-cf-staff,null
B00191207,null,ALUM
B00192545,null,ALUM
B00611051,null,ALUM
B00082169,null,ALUM
A00445027,null,ALUM
A00446357,null,ALUM
B00142275,null,ALUM
B00214386,null,ALUM
B00237024,null,ALUM
B00239685,null,ALUM
B00181887,null,ALUM
A00069283,null,ALUM
A00387570,null,ALUM
B00213035,null,ALUM
B00178245,null,ALUM
B00142293,null,ALUM
B00214369,null,ALUM
B00142292,null,ALUM
A00408079,null,ALUM
B00201071,null,ALUM
B00300546,null,ALUM
A00446350,null,ALUM
A00094244,null,ALUM
A00447681,null,ALUM
A00375592,null,ALUM
B00482584,null,ALUM
B00482585,"depts-fren-fac,depts-let-fac,depts-fren-fac,depts-let-fac",null
A00422399,null,ALUM
B00313851,null,ALUM
A00434376,null,ALUM
B00624301,null,ALUM
B00624300,null,ALUM
A00069278,null,ALUM
A00387568,null,ALUM
B00301849,null,ALUM
B00625639,null,ALUM
B00214399,null,ALUM
A00071590,null,ALUM
B00265941,null,ALUM
A00399502,null,ALUM
B00456296,null,ALUM
B00456297,null,ALUM
B00253955,null,ALUM
B00469599,null,ALUM
B00858608,null,ALUM
B00482578,"depts-fa-fac,depts-arts-fac,depts-fa-fac,depts-arts-fac",null
B00625640,null,ALUM
B00859953,null,ALUM
B00264600,null,ALUM
B00859951,null,ALUM
B00226375,null,ALUM
A00448994,null,ALUM
B00214390,null,ALUM
B00312502,null,ALUM
B00313832,null,ALUM
B00313835,null,ALUM
B00216914,null,ALUM
B00372228,null,ALUM
B00181726,null,ALUM
B00624208,null,ALUM
B00181728,null,ALUM
B00374889,null,ALUM
B00625535,null,ALUM
A00082229,null,ALUM
A00460586,null,ALUM
A00460584,null,ALUM
B00095282,null,ALUM
B00335282,null,ALUM
A00033298,null,ALUM
B00787862,null,ALUM
A00033296,null,ALUM
A00083555,null,ALUM
B00193719,null,ALUM
B00362894,null,ALUM
B00360230,"bannerusers,depts-educ-staff,bannerusers,depts-educ-staff",null
A00045291,null,ALUM
A00471234,null,ALUM
A00084882,null,ALUM
B00407423,null,ALUM
A00292724,null,ALUM
A00473891,null,ALUM
B00396205,null,ALUM
B00180405,null,ALUM
B00373547,null,ALUM
B00372215,null,ALUM
B00335276,null,ALUM
B00372212,null,ALUM
B00131471,null,ALUM
B00787882,null,ALUM
A00084895,null,ALUM
B00203603,null,ALUM
B00203604,null,ALUM
B00361578,null,ALUM
B00360244,null,ALUM
B00408761,null,ALUM
B00408762,null,ALUM
B00624223,null,ALUM
A00069236,null,ALUM
A00458284,null,ALUM
B00142123,null,ALUM
B00144787,null,ALUM
B00311294,null,ALUM
A00072886,null,ALUM
A00434279,null,ALUM
B00397501,depts-trio-staff,null
B00156783,null,ALUM
B00335264,null,ALUM
A00483241,null,ALUM
B00215606,null,ALUM
B00384229,null,ALUM
B00204946,null,ALUM
B00335258,null,ALUM
A00083534,null,ALUM
A00082205,null,ALUM
B00407443,null,ALUM
B00407444,null,ALUM
A00471250,null,ALUM
A00069267,null,ALUM
B00154119,null,ALUM
A00069260,null,ALUM
A00435599,null,ALUM
B00156775,null,ALUM
B00373560,null,ALUM
B00156777,"depts-eng-staff,depts-let-staff,depts-eng-staff,depts-let-staff",ALUM
B00156776,null,ALUM
B00228903,"depts-mcs-fac,depts-nsm-fac,depts-mcs-fac,depts-nsm-fac",ALUM
B00156780,null,ALUM
B00407455,null,ALUM
B00406123,null,ALUM
B00203629,null,ALUM
A00472595,null,ALUM
B00142144,null,ALUM
B00131425,null,ALUM
B00241912,null,ALUM
A00459557,null,ALUM
A00021277,null,ALUM
B00324587,null,ALUM
A00069208,null,ALUM
B00168709,null,ALUM
A00069207,null,ALUM
A00459565,null,ALUM
B00311266,null,ALUM
B00311267,null,ALUM
A00070208,null,ALUM
B00624253,null,ALUM
B00624251,null,ALUM
A00021280,null,ALUM
B00215613,null,ALUM
B00408718,null,ALUM
B00372259,null,ALUM
B00408719,null,ALUM
