BANNER_ID,_CUSTOMER1_FISCHER_GROUPS_BY_USER.GROUP_EMAIL,_CUSTOMER1_FISCHER_ROLES_ALUM_VIEW.ROLE
B00398253,depts-trio-staff,null
B00470018,null,ALUM
B00843463,depts-educ-fac,ALUM
B00173906,null,ALUM
B00485981,null,ALUM
B00173907,null,ALUM
B00374292,null,ALUM
B00315908,null,ALUM
A00198456,null,ALUM
A00427714,null,ALUM
B00147602,null,ALUM
B00485986,null,ALUM
A00197124,null,ALUM
A00402418,null,ALUM
A00017320,null,ALUM
B00207730,null,ALUM
B00880411,null,ALUM
B00881740,null,ALUM
B00303930,null,ALUM
B00843474,null,ALUM
B00843477,null,ALUM
B00433066,null,ALUM
B00485974,"depts-eths-fac,depts-let-fac,depts-eths-fac,depts-let-fac",null
A00004013,null,ALUM
B00173915,null,ALUM
A00367618,null,ALUM
A00018645,null,ALUM
A00019978,null,ALUM
A00296854,depts-oia-staff,ALUM
B00099501,null,ALUM
A00007987,null,ALUM
B00099500,null,ALUM
B00868783,null,ALUM
B00868784,null,ALUM
A00004000,null,ALUM
B00868788,null,ALUM
B00147629,null,ALUM
A00019968,null,ALUM
B00099509,null,ALUM
B00220707,null,ALUM
A00427710,null,ALUM
B00207753,null,ALUM
A00007976,null,ALUM
B00398251,depts-trio-staff,null
A00427709,null,ALUM
B00398252,depts-trio-staff,null
B00291080,null,ALUM
B00433088,null,ALUM
B00147638,null,ALUM
B00843493,null,ALUM
B00458366,null,ALUM
B00207744,depts-csch-staff,null
B00485955,null,ALUM
B00206419,null,ALUM
A00390272,null,ALUM
A00425465,null,ALUM
B00856852,null,ALUM
B00327535,null,ALUM
B00326205,null,ALUM
B00844864,null,ALUM
B00340516,null,ALUM
B00085117,null,ALUM
A00412154,null,ALUM
A00162588,"depts-fa-fac,depts-dnc-fac,depts-fa-fac,depts-dnc-fac",null
B00856846,null,ALUM
A00463738,null,ALUM
A00389272,null,ALUM
B00314231,null,ALUM
B00327524,null,ALUM
B00146604,null,ALUM
B00146603,null,ALUM
A00438774,null,ALUM
B00086458,null,ALUM
B00303585,null,ALUM
A00197218,null,ALUM
B00146609,null,ALUM
B00147935,null,ALUM
B00327532,null,ALUM
B00844881,null,ALUM
B00086453,null,ALUM
A00389267,null,ALUM
B00087783,null,ALUM
B00856854,null,ALUM
A00199871,null,ALUM
B00471087,null,ALUM
B00831530,null,ALUM
A00450449,null,ALUM
A00413457,null,ALUM
B00099784,null,ALUM
B00302218,null,ALUM
B00147949,null,ALUM
B00868860,null,ALUM
B00304883,null,ALUM
B00867533,null,ALUM
A00438764,null,ALUM
A00414794,null,ALUM
B00304880,null,ALUM
A00389259,null,ALUM
B00854203,null,ALUM
B00832852,null,ALUM
B00352519,null,ALUM
B00146611,null,ALUM
B00159924,null,ALUM
A00400176,null,ALUM
B00855552,null,ALUM
B00868851,null,ALUM
B00302230,null,ALUM
B00376509,null,ALUM
B00289135,null,ALUM
B00365855,null,ALUM
A00449476,null,ALUM
B00723282,null,ALUM
B00458096,null,ALUM
B00458098,null,ALUM
B00351202,null,ALUM
B00352532,null,ALUM
B00086486,null,ALUM
A00365268,null,ALUM
B00302209,null,ALUM
A00449467,null,ALUM
B00097134,null,ALUM
A00007914,null,ALUM
A00449465,null,ALUM
B00365848,null,ALUM
B00013498,null,ALUM
A00007907,null,ALUM
A00092570,null,ALUM
A00424152,null,ALUM
A00389222,null,ALUM
B00037463,null,ALUM
B00038793,null,ALUM
B00364548,null,ALUM
B00844848,null,ALUM
A00092576,null,ALUM
A00450407,null,ALUM
B00304833,null,ALUM
B00328804,null,ALUM
A00412175,null,ALUM
A00412174,"depts-sosc-fac,depts-wmst-fac,depts-sosc-fac,depts-wmst-fac",null
B00025484,null,ALUM
B00085173,null,ALUM
B00206803,null,ALUM
A00412171,null,ALUM
B00831567,null,ALUM
B00832893,null,ALUM
A00425498,null,ALUM
B00868802,null,ALUM
B00024154,null,ALUM
B00304846,null,ALUM
A00449446,null,ALUM
B00303514,null,ALUM
A00379893,null,ALUM
B00303520,null,ALUM
B00147912,null,ALUM
B00352563,null,ALUM
B00458089,null,ALUM
B00025492,null,ALUM
A00437467,null,ALUM
B00352565,null,ALUM
A00463722,null,ALUM
A00463723,null,ALUM
A00436133,null,ALUM
B00626100,depts-cpsy-staff,null
A00093880,null,ALUM
B00038771,null,ALUM
B00266455,null,ALUM
A00391523,null,ALUM
B00241154,"depts-sosc-fac,depts-econ-fac,depts-sosc-fac,depts-econ-fac",ALUM
B00400735,null,ALUM
B00038762,null,ALUM
B00255799,null,ALUM
B00038767,null,ALUM
A00100254,null,ALUM
B00014797,null,ALUM
A00474462,null,ALUM
B00725896,null,ALUM
B00014790,null,ALUM
B00266445,null,ALUM
A00093872,null,ALUM
B00266442,null,ALUM
A00391533,null,ALUM
A00461163,null,ALUM
B00025470,null,ALUM
B00014782,null,ALUM
A00066241,null,ALUM
B00037448,null,ALUM
A00187817,null,ALUM
A00436196,null,ALUM
A00100282,null,ALUM
B00338253,null,ALUM
B00266438,null,ALUM
B00292768,null,ALUM
B00265103,null,ALUM
B00265105,null,ALUM
A00448169,null,ALUM
B00253119,null,ALUM
B00013485,null,ALUM
B00626137,null,ALUM
A00066279,null,ALUM
B00409102,null,ALUM
B00255773,null,ALUM
B00255790,null,ALUM
B00338241,null,ALUM
B00013482,null,ALUM
B00436708,null,ALUM
B00025442,null,ALUM
B00000169,null,ALUM
B00228199,null,ALUM
A00461192,null,ALUM
A00066267,null,ALUM
B00338239,null,ALUM
B00626148,null,ALUM
B00255783,null,ALUM
A00451792,null,ALUM
A00450460,null,ALUM
B00292703,null,ALUM
B00723201,"depts-fa-fac,depts-mus-fac,depts-fa-fac,depts-mus-fac",null
B00026741,null,ALUM
B00266496,null,ALUM
B00013429,null,ALUM
B00014757,null,ALUM
B00302285,null,ALUM
B00014751,null,ALUM
A00474421,null,ALUM
B00400770,null,ALUM
A00450473,null,ALUM
B00724520,null,ALUM
B00266488,null,ALUM
B00266491,null,ALUM
B00302294,null,ALUM
B00280739,null,ALUM
A00068866,null,ALUM
B00400762,null,ALUM
A00450481,null,ALUM
B00170291,null,ALUM
B00170293,null,ALUM
B00170297,null,ALUM
B00341826,null,ALUM
A00463792,null,ALUM
B00303590,null,ALUM
A00093826,null,ALUM
B00302266,null,ALUM
B00339535,null,ALUM
A00068898,null,ALUM
B00723216,null,ALUM
B00339539,null,ALUM
A00068893,null,ALUM
A00474460,null,ALUM
B00724540,null,ALUM
B00266469,null,ALUM
B00327551,null,ALUM
B00626182,null,ALUM
A00474459,null,ALUM
B00292733,null,ALUM
B00723204,null,ALUM
B00423341,null,ALUM
A00017254,null,ALUM
A00044877,null,ALUM
B00170399,null,ALUM
A00005268,null,ALUM
B00410027,null,ALUM
B00156088,null,ALUM
B00435329,null,ALUM
B00375296,null,ALUM
A00005272,null,ALUM
B00230418,null,ALUM
B00014714,null,ALUM
B00255714,null,ALUM
A00055522,null,ALUM
B00462946,null,ALUM
B00462948,null,ALUM
B00216120,null,ALUM
B00014711,null,ALUM
B00462943,null,ALUM
B00400692,null,ALUM
B00461629,null,ALUM
B00375288,null,ALUM
B00014704,null,ALUM
A00367939,null,ALUM
B00436651,null,ALUM
B00014702,null,ALUM
B00462951,null,ALUM
B00626082,null,ALUM
A00100301,null,ALUM
A00055515,null,ALUM
B00218772,null,ALUM
B00462953,null,ALUM
B00280700,null,ALUM
B00410045,null,ALUM
B00399251,null,ALUM
A00392919,null,ALUM
A00031575,null,ALUM
A00102978,null,ALUM
B00410050,null,ALUM
B00181025,null,ALUM
B00230430,null,ALUM
B00014734,null,ALUM
B00725835,null,ALUM
A00101642,null,ALUM
A00295659,null,ALUM
B00462938,null,ALUM
A00018555,null,ALUM
B00423371,null,ALUM
A00392921,null,ALUM
B00690604,null,ALUM
A00005235,null,ALUM
B00434004,null,ALUM
B00410059,null,ALUM
B00410064,null,ALUM
B00255707,null,ALUM
B00399261,depts-cf-staff,null
B00229436,null,ALUM
B00410062,"depts-fa-fac,depts-mus-fac,depts-fa-fac,depts-mus-fac",null
B00409076,null,ALUM
B00462932,null,ALUM
A00474395,null,ALUM
B00425961,null,ALUM
B00437945,null,ALUM
B00156047,null,ALUM
B00411311,null,ALUM
B00242440,null,ALUM
B00170358,null,ALUM
B00450928,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",null
A00101666,null,ALUM
B00168026,null,ALUM
A00474387,null,ALUM
B00204180,null,ALUM
A00473073,null,ALUM
A00020872,null,ALUM
B00411329,null,ALUM
B00450934,depts-saw-staff,ALUM
B00266401,null,ALUM
B00411325,null,ALUM
B00450936,null,ALUM
B00267733,"depts-oia-staff,bannerusers,depts-oia-staff,bannerusers",null
B00229462,null,ALUM
A00044828,null,ALUM
B00437940,null,ALUM
B00255768,"depts-hmds-staff,bannerusers,depts-hmds-staff,bannerusers",ALUM
B00425965,null,ALUM
B00449914,null,ALUM
B00228160,null,ALUM
A00473083,null,ALUM
B00425982,null,ALUM
A00473080,null,ALUM
B00157399,null,ALUM
B00228163,null,ALUM
B00892563,null,ALUM
B00435311,null,ALUM
B00255733,null,ALUM
B00450913,null,ALUM
A00390301,null,ALUM
A00005282,null,ALUM
B00087802,null,ALUM
B00424657,null,ALUM
B00169369,null,ALUM
A00296929,null,ALUM
B00390852,null,ALUM
B00471025,null,ALUM
A00007842,null,ALUM
B00376543,null,ALUM
A00376001,null,ALUM
B00446061,"bannerusers,depts-cctr-staff,bannerusers,depts-cctr-staff",null
B00158669,null,ALUM
A00379997,null,ALUM
B00485661,null,ALUM
B00171648,null,ALUM
B00434087,null,ALUM
B00184950,null,ALUM
B00854269,null,ALUM
A00389318,null,ALUM
B00614110,null,ALUM
A00006508,null,ALUM
A00007833,null,ALUM
B00471015,"depts-fa-fac,depts-dnc-fac,depts-fa-fac,depts-dnc-fac",null
B00303615,null,ALUM
A00353374,null,ALUM
A00019818,null,ALUM
B00087821,null,ALUM
B00867586,"depts-sosc-fac,depts-econ-fac,depts-sosc-fac,depts-econ-fac",null
B00389845,null,ALUM
B00854298,null,ALUM
B00205400,"depts-nsm-fac,depts-bio-fac,depts-nsm-fac,depts-bio-fac",ALUM
A00378645,null,ALUM
B00171620,null,ALUM
A00353345,null,ALUM
B00854292,null,ALUM
B00086509,null,ALUM
A00019808,null,ALUM
B00486970,null,ALUM
A00007830,null,ALUM
B00087832,null,ALUM
A00019800,null,ALUM
B00206728,null,ALUM
A00296916,null,ALUM
B00879586,null,ALUM
B00375228,null,ALUM
A00377302,null,ALUM
B00376554,null,ALUM
B00157343,null,ALUM
B00170303,null,ALUM
B00196910,null,ALUM
A00414714,null,ALUM
B00351281,null,ALUM
B00351273,null,ALUM
B00376560,null,ALUM
A00102905,null,ALUM
B00434095,null,ALUM
B00351278,null,ALUM
B00086510,null,ALUM
B00160995,depts-educ-fac,ALUM
B00615415,null,ALUM
B00485634,depts-educ-fac,null
B00434093,null,ALUM
B00388572,null,ALUM
A00426750,null,ALUM
B00159958,null,ALUM
B00879531,null,ALUM
A00017212,null,ALUM
B00375256,null,ALUM
B00410067,depts-educ-fac,null
B00376585,null,ALUM
A00378620,null,ALUM
A00006561,null,ALUM
B00172939,null,ALUM
B00409084,null,ALUM
B00461652,null,ALUM
B00434040,null,ALUM
B00435370,null,ALUM
A00412110,null,ALUM
A00198579,null,ALUM
A00198577,null,ALUM
A00426744,null,ALUM
B00160940,null,ALUM
A00102911,null,ALUM
A00426747,null,ALUM
B00147965,null,ALUM
A00018539,null,ALUM
B00218724,null,ALUM
B00375247,null,ALUM
B00868869,null,ALUM
B00473634,null,ALUM
A00005217,null,ALUM
B00409091,bannerusers,ALUM
B00399235,null,ALUM
A00007882,null,ALUM
B00485614,null,ALUM
B00147974,null,ALUM
B00087860,null,ALUM
B00447339,null,ALUM
B00434068,null,ALUM
B00086545,null,ALUM
B00435398,null,ALUM
B00085210,null,ALUM
B00160962,null,ALUM
A00101601,null,ALUM
B00486933,null,ALUM
B00160961,null,ALUM
A00296945,null,ALUM
A00197263,null,ALUM
B00099859,null,ALUM
A00402791,null,ALUM
A00020810,null,ALUM
B00132022,null,ALUM
B00375267,null,ALUM
A00438704,null,ALUM
A00006529,null,ALUM
A00413427,null,ALUM
A00414759,null,ALUM
B00435383,null,ALUM
B00375270,null,ALUM
B00434050,null,ALUM
B00842282,null,ALUM
B00086552,null,ALUM
B00087882,null,ALUM
B00074578,null,ALUM
A00271674,null,ALUM
A00174692,null,ALUM
A00426676,null,ALUM
B00341966,null,ALUM
B00881934,null,ALUM
A00451634,null,ALUM
A00476937,null,ALUM
B00328987,null,ALUM
A00476939,null,ALUM
B00843657,null,ALUM
A00440970,null,ALUM
B00265096,null,ALUM
B00290041,null,ALUM
B00843664,null,ALUM
B00867632,null,ALUM
B00303695,null,ALUM
B00265092,null,ALUM
A00437335,null,ALUM
A00439998,null,ALUM
A00449305,null,ALUM
B00843660,null,ALUM
A00440977,null,ALUM
A00425338,null,ALUM
B00313009,null,ALUM
B00313022,null,ALUM
B00854322,null,ALUM
B00881941,null,ALUM
B00313021,null,ALUM
A00450310,null,ALUM
B00314353,null,ALUM
A00424026,null,ALUM
A00437316,null,ALUM
B00340643,null,ALUM
B00723195,null,ALUM
B00880617,null,ALUM
B00328981,null,ALUM
A00412046,null,ALUM
B00087665,null,ALUM
B00147816,null,ALUM
B00086332,null,ALUM
B00854313,null,ALUM
B00314346,null,ALUM
A00197333,null,ALUM
A00400026,null,ALUM
B00278381,null,ALUM
A00400063,null,ALUM
B00278382,null,ALUM
A00450326,null,ALUM
B00134510,null,ALUM
B00327636,null,ALUM
A00437306,null,ALUM
B00841015,null,ALUM
B00483192,null,ALUM
B00265067,null,ALUM
B00302338,null,ALUM
A00475618,null,ALUM
B00302343,null,ALUM
B00302342,null,ALUM
A00475616,null,ALUM
B00302340,null,ALUM
B00085015,null,ALUM
B00086344,null,ALUM
B00074367,null,ALUM
A00440954,null,ALUM
A00475611,null,ALUM
A00401383,null,ALUM
B00278374,null,ALUM
B00341995,null,ALUM
A00450332,null,ALUM
B00341997,null,ALUM
A00451669,null,ALUM
A00414683,null,ALUM
B00303684,null,ALUM
B00303682,null,ALUM
A00234804,null,ALUM
B00087686,null,ALUM
B00147831,null,ALUM
B00831636,null,ALUM
B00314324,null,ALUM
B00085022,null,ALUM
B00086352,null,ALUM
B00086351,null,ALUM
A00196022,null,ALUM
A00400086,null,ALUM
B00314300,null,ALUM
B00723169,null,ALUM
B00363315,null,ALUM
A00210826,null,ALUM
B00351320,null,ALUM
B00351322,null,ALUM
B00390933,null,ALUM
B00389930,null,ALUM
B00292663,null,ALUM
B00723155,null,ALUM
A00295808,null,ALUM
B00868901,null,ALUM
B00304989,null,ALUM
B00843621,depts-mctr-staff,ALUM
B00303659,null,ALUM
B00314309,null,ALUM
A00438695,null,ALUM
A00187971,null,ALUM
B00842300,null,ALUM
A00389105,null,ALUM
B00471181,"depts-lib-staff,bannerusers,depts-lib-staff,bannerusers",null
B00314308,null,ALUM
B00314305,null,ALUM
A00424032,"depts-fa-fac,depts-mus-fac,depts-fa-fac,depts-mus-fac",null
B00349029,null,ALUM
A00476912,null,ALUM
B00842304,null,ALUM
B00304956,null,ALUM
B00363339,null,ALUM
B00304951,null,ALUM
B00868938,null,ALUM
B00843633,null,ALUM
B00842305,null,ALUM
A00161391,null,ALUM
B00351340,null,ALUM
B00316933,null,ALUM
A00424027,null,ALUM
A00367784,null,ALUM
A00425373,null,ALUM
B00375309,null,ALUM
B00363321,null,ALUM
A00452956,null,ALUM
A00093777,null,ALUM
B00472489,null,ALUM
B00098364,null,ALUM
B00842312,null,ALUM
A00476905,null,ALUM
B00843644,null,ALUM
A00412063,null,ALUM
A00378442,null,ALUM
B00485797,null,ALUM
B00867600,null,ALUM
B00351356,null,ALUM
B00389945,null,ALUM
A00437347,null,ALUM
A00436015,null,ALUM
B00085065,null,ALUM
B00349042,null,ALUM
B00316945,null,ALUM
B00700486,null,ALUM
B00724451,depts-educ-fac,null
B00313097,null,ALUM
B00313098,null,ALUM
B00436817,null,ALUM
B00844902,null,ALUM
A00093765,"depts-eng-fac,depts-let-fac,depts-edpol-fac,depts-eng-fac,depts-let-fac,depts-edpol-fac",null
A00448069,null,ALUM
B00265000,null,ALUM
A00449398,null,ALUM
B00712476,null,ALUM
B00278318,null,ALUM
A00436082,null,ALUM
A00391407,null,ALUM
A00474349,null,ALUM
A00187922,null,ALUM
B00424824,bannerusers,null
B00013589,null,ALUM
B00230371,null,ALUM
A00448052,null,ALUM
A00450398,null,ALUM
A00391414,null,ALUM
B00001597,null,ALUM
B00268985,null,ALUM
A00391416,null,ALUM
B00436803,null,ALUM
A00093751,"depts-nsm-fac,depts-chph-fac,depts-nsm-fac,depts-chph-fac",null
B00280652,null,ALUM
B00713792,null,ALUM
B00000270,null,ALUM
B00255682,null,ALUM
B00012246,null,ALUM
A00187938,null,ALUM
A00448041,null,ALUM
B00338379,null,ALUM
B00341900,null,ALUM
A00448047,null,ALUM
A00449379,null,ALUM
B00435500,null,ALUM
A00449376,null,ALUM
A00391423,null,ALUM
B00338371,null,ALUM
A00199929,null,ALUM
B00255657,null,ALUM
B00280669,null,ALUM
B00182196,null,ALUM
A00474369,"depts-nsm-staff,depts-psyc-staff,bannerusers,depts-nsm-staff,depts-psyc-staff,bannerusers",null
A00474368,null,ALUM
A00474363,null,ALUM
B00725796,null,ALUM
B00313089,null,ALUM
B00280677,null,ALUM
A00080437,null,ALUM
A00174645,null,ALUM
A00391438,null,ALUM
B00843605,null,ALUM
A00448034,null,ALUM
A00017182,null,ALUM
B00436821,null,ALUM
A00017183,null,ALUM
B00266300,null,ALUM
B00243681,null,ALUM
B00843602,null,ALUM
B00410220,null,ALUM
B00341916,null,ALUM
B00337029,null,ALUM
A00187951,null,ALUM
A00436057,null,ALUM
B00013599,null,ALUM
B00254332,null,ALUM
B00626023,null,ALUM
B00254392,null,ALUM
B00314381,null,ALUM
B00266374,null,ALUM
B00314380,null,ALUM
B00025533,null,ALUM
B00001563,depts-educ-fac,ALUM
A00390114,null,ALUM
B00012218,null,ALUM
B00301071,null,ALUM
B00301072,null,ALUM
A00031476,null,ALUM
A00475638,null,ALUM
B00724406,null,ALUM
A00055448,null,ALUM
B00279689,null,ALUM
B00314379,null,ALUM
B00301070,null,ALUM
B00012212,null,ALUM
B00314392,null,ALUM
A00450353,null,ALUM
A00042127,null,ALUM
A00451689,null,ALUM
B00412810,null,ALUM
B00000225,null,ALUM
B00266365,null,ALUM
A00463661,null,ALUM
B00182183,null,ALUM
B00325034,null,ALUM
A00462339,null,ALUM
A00475643,null,ALUM
B00831615,null,ALUM
B00301080,null,ALUM
A00448085,null,ALUM
A00450364,null,ALUM
B00725766,null,ALUM
A00151993,null,ALUM
A00476999,null,ALUM
A00081714,null,ALUM
A00448088,null,ALUM
A00462340,null,ALUM
A00234858,null,ALUM
B00832937,null,ALUM
A00462346,null,ALUM
A00462347,null,ALUM
B00278333,null,ALUM
B00292601,null,ALUM
B00338329,null,ALUM
B00255695,null,ALUM
A00187904,null,ALUM
A00474320,null,ALUM
B00253052,null,ALUM
A00461027,null,ALUM
A00081724,null,ALUM
B00026850,null,ALUM
B00266341,null,ALUM
B00301063,null,ALUM
A00029192,null,ALUM
B00724417,null,ALUM
A00187910,null,ALUM
B00183497,depts-educ-fac,ALUM
B00424810,null,ALUM
B00724418,bannerusers,ALUM
B00205344,null,ALUM
B00614085,null,ALUM
B00409163,null,ALUM
B00014839,null,ALUM
B00399392,null,ALUM
A00029126,null,ALUM
A00295799,null,ALUM
B00423471,null,ALUM
B00169275,null,ALUM
B00196898,null,ALUM
A00005139,null,ALUM
B00435433,null,ALUM
B00398074,null,ALUM
B00411496,null,ALUM
B00205349,null,ALUM
B00256936,depts-cf-staff,null
A00270484,null,ALUM
A00101753,null,ALUM
B00423469,null,ALUM
A00018446,null,ALUM
B00218653,null,ALUM
B00196882,null,ALUM
B00461717,null,ALUM
B00196883,null,ALUM
B00196881,null,ALUM
B00205364,null,ALUM
B00013528,null,ALUM
B00256906,null,ALUM
B00889086,null,ALUM
B00183561,null,ALUM
A00067404,null,ALUM
B00230313,null,ALUM
A00017104,null,ALUM
A00100433,null,ALUM
B00216020,depts-web-staff,ALUM
B00196871,null,ALUM
A00044762,null,ALUM
B00000209,null,ALUM
B00216005,null,ALUM
B00171596,null,ALUM
B00194216,null,ALUM
B00398044,null,ALUM
B00195546,null,ALUM
B00231628,null,ALUM
B00434130,null,ALUM
B00013516,null,ALUM
B00435465,null,ALUM
B00447436,null,ALUM
B00220988,null,ALUM
B00218670,null,ALUM
A00162708,null,ALUM
B00411437,depts-educ-fac,null
B00411431,null,ALUM
B00435405,null,ALUM
B00230338,null,ALUM
B00216047,null,ALUM
A00101788,"depts-eng-staff,depts-let-staff,depts-eng-staff,depts-let-staff",ALUM
B00409124,null,ALUM
B00002819,null,ALUM
B00182215,null,ALUM
A00415906,null,ALUM
B00002800,null,ALUM
B00170241,null,ALUM
B00410119,bannerusers,null
B00195520,null,ALUM
B00205396,null,ALUM
B00877063,null,ALUM
B00889075,null,ALUM
A00462297,null,ALUM
B00891387,null,ALUM
B00160893,null,ALUM
B00216033,null,ALUM
B00424770,null,ALUM
A00474291,null,ALUM
B00409145,null,ALUM
B00255615,null,ALUM
B00409144,null,ALUM
B00216069,depts-educ-fac,null
B00614018,null,ALUM
A00029100,null,ALUM
A00100473,null,ALUM
A00100474,null,ALUM
A00018472,null,ALUM
B00614011,null,ALUM
B00184869,null,ALUM
A00018475,null,ALUM
A00005159,null,ALUM
B00411469,null,ALUM
B00435414,null,ALUM
B00170221,null,ALUM
B00195500,null,ALUM
B00228037,null,ALUM
B00412797,null,ALUM
B00435418,null,ALUM
B00195507,null,ALUM
A00100488,null,ALUM
B00256953,null,ALUM
B00409159,null,ALUM
A00029111,null,ALUM
B00184868,null,ALUM
B00216052,null,ALUM
B00877031,null,ALUM
B00446183,null,ALUM
B00877033,null,ALUM
B00399306,null,ALUM
B00146560,null,ALUM
B00472474,null,ALUM
A00380868,null,ALUM
A00377211,null,ALUM
B00458173,null,ALUM
B00146559,null,ALUM
B00159881,null,ALUM
B00892663,null,ALUM
B00893995,null,ALUM
B00877028,null,ALUM
B00893999,null,ALUM
A00019705,null,ALUM
B00183501,null,ALUM
B00363340,null,ALUM
B00363341,"depts-hr-staff,depts-pres-staff,depts-vpft-staff,bannerusers,depts-hr-staff,depts-pres-staff,depts-vpft-staff,bannerusers",null
B00183517,null,ALUM
B00877027,null,ALUM
B00375325,null,ALUM
B00363349,depts-psaf-staff,null
A00007711,null,ALUM
B00375322,null,ALUM
B00196811,null,ALUM
B00315718,null,ALUM
B00170206,null,ALUM
A00403930,null,ALUM
B00147894,null,ALUM
B00145236,null,ALUM
A00353228,null,ALUM
B00471121,null,ALUM
B00853088,null,ALUM
B00375359,null,ALUM
B00196800,null,ALUM
A00452903,null,ALUM
B00351383,null,ALUM
B00461793,null,ALUM
B00375360,null,ALUM
B00459489,null,ALUM
B00485768,null,ALUM
B00206601,null,ALUM
A00032700,null,ALUM
B00099707,null,ALUM
B00363362,null,ALUM
B00830396,null,ALUM
B00877044,null,ALUM
B00616635,null,ALUM
B00877048,null,ALUM
B00363368,null,ALUM
B00146591,null,ALUM
B00472448,null,ALUM
A00452911,null,ALUM
A00452914,null,ALUM
B00893980,null,ALUM
B00390966,null,ALUM
B00616626,null,ALUM
B00207945,null,ALUM
B00459490,null,ALUM
B00349089,null,ALUM
B00220901,null,ALUM
B00422174,null,ALUM
B00158505,null,ALUM
B00855680,null,ALUM
A00019751,null,ALUM
B00422171,null,ALUM
B00868999,null,ALUM
B00159833,null,ALUM
B00842372,null,ALUM
B00485742,null,ALUM
B00147846,null,ALUM
A00007775,null,ALUM
B00435495,null,ALUM
A00440938,null,ALUM
B00617940,null,ALUM
A00019741,null,ALUM
B00218603,null,ALUM
A00007756,null,ALUM
B00205310,null,ALUM
B00398022,"depts-osl-staff,bannerusers,depts-osl-staff,bannerusers",null
B00159823,null,ALUM
B00868991,null,ALUM
B00854359,null,ALUM
B00891303,null,ALUM
A00197392,null,ALUM
B00362084,null,ALUM
B00422196,null,ALUM
A00380805,null,ALUM
A00427942,null,ALUM
B00458105,null,ALUM
B00422190,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",ALUM
A00006417,null,ALUM
B00145208,null,ALUM
B00086420,null,ALUM
B00218643,null,ALUM
B00217310,null,ALUM
B00075778,null,ALUM
A00270479,null,ALUM
A00440906,null,ALUM
B00362091,null,ALUM
A00413304,null,ALUM
B00399335,null,ALUM
A00007739,null,ALUM
B00458119,null,ALUM
A00439918,null,ALUM
B00866353,null,ALUM
B00866352,null,ALUM
B00172804,null,ALUM
B00207986,null,ALUM
A00197394,null,ALUM
A00403998,null,ALUM
A00101730,null,ALUM
A00435029,null,ALUM
B00854433,null,ALUM
B00329956,null,ALUM
A00450667,null,ALUM
A00448345,null,ALUM
B00866415,null,ALUM
B00040453,null,ALUM
B00723083,null,ALUM
B00842449,null,ALUM
B00341604,null,ALUM
B00843780,null,ALUM
B00843781,depts-trio-staff,ALUM
A00462646,null,ALUM
A00474620,null,ALUM
B00831786,null,ALUM
A00412390,null,ALUM
B00039472,null,ALUM
B00255171,null,ALUM
A00436348,null,ALUM
B00841127,null,ALUM
A00450679,null,ALUM
B00880732,null,ALUM
B00302008,null,ALUM
A00424380,null,ALUM
A00449660,null,ALUM
B00090706,null,ALUM
A00462651,null,ALUM
B00841134,null,ALUM
B00842465,null,ALUM
B00015479,null,ALUM
A00462656,null,ALUM
A00066089,null,ALUM
B00255165,null,ALUM
B00315318,null,ALUM
B00854450,null,ALUM
B00014182,null,ALUM
A00092372,null,ALUM
B00014181,null,ALUM
B00279111,null,ALUM
B00014186,null,ALUM
B00039443,null,ALUM
B00089741,null,ALUM
B00089746,depts-mctr-staff,null
B00026123,null,ALUM
B00041768,null,ALUM
B00329932,null,ALUM
B00865107,null,ALUM
A00376188,"depts-eng-fac,depts-let-fac,depts-eng-fac,depts-let-fac",null
A00449651,null,ALUM
B00267125,null,ALUM
B00867772,null,ALUM
B00268462,null,ALUM
B00330923,null,ALUM
A00474645,null,ALUM
B00854447,null,ALUM
A00459028,null,ALUM
B00279104,null,ALUM
A00092362,null,ALUM
B00255152,null,ALUM
B00256483,null,ALUM
B00137917,null,ALUM
B00279100,null,ALUM
B00014176,null,ALUM
A00436327,null,ALUM
A00424367,null,ALUM
B00867758,null,ALUM
A00438989,null,ALUM
B00303319,null,ALUM
B00305974,null,ALUM
B00026139,null,ALUM
A00448309,null,ALUM
B00026143,null,ALUM
B00841156,null,ALUM
B00026144,null,ALUM
A00462676,null,ALUM
B00026142,null,ALUM
A00162797,null,ALUM
A00424359,null,ALUM
A00474653,null,ALUM
A00080391,null,ALUM
B00039448,null,ALUM
B00255144,null,ALUM
A00067394,null,ALUM
A00448380,null,ALUM
B00089761,null,ALUM
B00329913,null,ALUM
B00002137,null,ALUM
B00447191,null,ALUM
B00842405,null,ALUM
A00081693,null,ALUM
B00484130,null,ALUM
B00267197,null,ALUM
A00197405,null,ALUM
B00016776,null,ALUM
A00093671,null,ALUM
B00830490,null,ALUM
B00843748,null,ALUM
B00305954,depts-lib-staff,ALUM
B00484120,"depts-nsm-fac,depts-chph-fac,depts-nsm-fac,depts-chph-fac",null
B00305960,null,ALUM
B00026121,null,ALUM
A00066047,null,ALUM
B00039423,null,ALUM
A00462618,null,ALUM
A00449692,null,ALUM
A00423067,null,ALUM
B00843757,null,ALUM
B00281437,null,ALUM
B00366966,null,ALUM
B00002159,null,ALUM
B00340336,null,ALUM
A00450649,null,ALUM
