_changetype,_CUSTOMER1_FISCHER_ROLES_ALUM_VIEW.BANNER_ID,_CUSTOMER1_FISCHER_ROLES_ALUM_VIEW.ROLE
add,B00470525,ALUM
add,B00470526,ALUM
add,B00470528,ALUM
add,B00470546,ALUM
add,B00470825,ALUM
add,B00470843,ALUM
add,B00470876,ALUM
add,B00470877,ALUM
add,B00470943,ALUM
add,B00470962,ALUM
add,B00471025,ALUM
add,B00471087,ALUM
add,B00471121,ALUM
add,B00471263,ALUM
add,B00471268,ALUM
add,B00471403,ALUM
add,B00471680,ALUM
add,B00471745,ALUM
add,B00471760,ALUM
add,B00472049,ALUM
add,B00472099,ALUM
add,B00472474,ALUM
add,B00472489,ALUM
add,B00472604,ALUM
add,B00472707,ALUM
add,B00472795,ALUM
add,B00472971,ALUM
add,B00473024,ALUM
add,B00473219,ALUM
add,B00473344,ALUM
add,B00473381,ALUM
add,B00473634,ALUM
add,B00473860,ALUM
add,B00473934,ALUM
add,B00473935,ALUM
add,B00474437,ALUM
add,B00474441,ALUM
add,B00474450,ALUM
add,B00474522,ALUM
add,B00474523,ALUM
add,B00474537,ALUM
add,B00474571,ALUM
add,B00474574,ALUM
add,B00474774,ALUM
add,B00475188,ALUM
add,B00475204,ALUM
add,B00475205,ALUM
add,B00475228,ALUM
add,B00475324,ALUM
add,B00475751,ALUM
add,B00476045,ALUM
add,B00476092,ALUM
add,B00476409,ALUM
add,B00476542,ALUM
add,B00476558,ALUM
add,B00477037,ALUM
add,B00477133,ALUM
add,B00477451,ALUM
add,B00478032,ALUM
add,B00478101,ALUM
add,B00478105,ALUM
add,B00478335,ALUM
add,B00478440,ALUM
add,B00478534,ALUM
add,B00478537,ALUM
add,B00479006,ALUM
add,B00479040,ALUM
add,B00479235,ALUM
add,B00479932,ALUM
add,B00480151,ALUM
add,B00480159,ALUM
add,B00481482,ALUM
add,B00481543,ALUM
add,B00481544,ALUM
add,B00481557,ALUM
add,B00481812,ALUM
add,B00481835,ALUM
add,B00482016,ALUM
add,B00482377,ALUM
add,B00482584,ALUM
add,B00482749,ALUM
add,B00482810,ALUM
add,B00482839,ALUM
add,B00483192,ALUM
add,B00483226,ALUM
add,B00484091,ALUM
add,B00484130,ALUM
add,B00484187,ALUM
add,B00484264,ALUM
add,A00316499,ALUM
add,B00484807,ALUM
add,B00484808,ALUM
add,B00485162,ALUM
add,B00485575,ALUM
add,B00485614,ALUM
add,B00485661,ALUM
add,B00485742,ALUM
add,B00485768,ALUM
add,B00485797,ALUM
add,B00485862,ALUM
add,B00485914,ALUM
add,B00485921,ALUM
add,B00485925,ALUM
add,B00485926,ALUM
add,B00485927,ALUM
add,B00485932,ALUM
add,B00485955,ALUM
add,B00485981,ALUM
add,B00485986,ALUM
add,B00485993,ALUM
add,B00485995,ALUM
add,B00486001,ALUM
add,B00486002,ALUM
add,B00486014,ALUM
add,B00486018,ALUM
add,B00486024,ALUM
add,B00486044,ALUM
add,B00486060,ALUM
add,B00486061,ALUM
add,B00486062,ALUM
add,B00486063,ALUM
add,B00486096,ALUM
add,B00486139,ALUM
add,B00486147,ALUM
add,B00486223,ALUM
add,B00486255,ALUM
add,B00486265,ALUM
add,B00486294,ALUM
add,B00486355,ALUM
add,B00486379,ALUM
add,B00486407,ALUM
add,B00486420,ALUM
add,B00486430,ALUM
add,B00486459,ALUM
add,B00486486,ALUM
add,B00486519,ALUM
add,B00486530,ALUM
add,B00486536,ALUM
add,B00486539,ALUM
add,B00486541,ALUM
add,B00486542,ALUM
add,B00486548,ALUM
add,B00486550,ALUM
add,B00486560,ALUM
add,B00486565,ALUM
add,B00486575,ALUM
add,B00486580,ALUM
add,B00486586,ALUM
add,B00486593,ALUM
add,B00486605,ALUM
add,B00486638,ALUM
add,B00486644,ALUM
add,B00486666,ALUM
add,B00486688,ALUM
add,B00486740,ALUM
add,B00486741,ALUM
add,B00486748,ALUM
add,B00486768,ALUM
add,B00486811,ALUM
add,B00486861,ALUM
add,B00486875,ALUM
add,B00486933,ALUM
add,B00486970,ALUM
add,B00487006,ALUM
add,B00487013,ALUM
add,B00487033,ALUM
add,B00487039,ALUM
add,B00487069,ALUM
add,B00487138,ALUM
add,B00487172,ALUM
add,B00487175,ALUM
add,B00487190,ALUM
add,B00487197,ALUM
add,B00487199,ALUM
add,B00487251,ALUM
add,B00487266,ALUM
add,B00487287,ALUM
add,B00487335,ALUM
add,B00487342,ALUM
add,B00487350,ALUM
add,B00487359,ALUM
add,B00487365,ALUM
add,B00487443,ALUM
add,B00487445,ALUM
add,B00487446,ALUM
add,B00487479,ALUM
add,B00487502,ALUM
add,A00319483,ALUM
add,B00487749,ALUM
add,B00487763,ALUM
add,B00487792,ALUM
add,B00487841,ALUM
add,B00487845,ALUM
add,B00487856,ALUM
add,B00487858,ALUM
add,B00487859,ALUM
add,B00487911,ALUM
add,B00488078,ALUM
add,A00320060,ALUM
add,B00488096,ALUM
add,B00488178,ALUM
add,B00488213,ALUM
add,B00488216,ALUM
add,B00488234,ALUM
add,B00488249,ALUM
add,A00320300,ALUM
add,B00488305,ALUM
add,B00488312,ALUM
add,B00488313,ALUM
add,A00320375,ALUM
add,B00488346,ALUM
add,B00488347,ALUM
add,B00488369,ALUM
add,B00488395,ALUM
add,B00488410,ALUM
add,B00488498,ALUM
add,B00488499,ALUM
add,B00488525,ALUM
add,B00488539,ALUM
add,B00488562,ALUM
add,B00488819,ALUM
add,B00488904,ALUM
add,B00488917,ALUM
add,B00488964,ALUM
add,B00489132,ALUM
add,B00489410,ALUM
add,B00489473,ALUM
add,B00489598,ALUM
add,B00489994,ALUM
add,B00490073,ALUM
add,B00490106,ALUM
add,B00490110,ALUM
add,B00490604,ALUM
add,A00325154,ALUM
add,A00333677,ALUM
add,A00334213,ALUM
add,A00335418,ALUM
add,A00335560,ALUM
add,A00335945,ALUM
add,A00337125,ALUM
add,A00339650,ALUM
add,A00340354,ALUM
add,A00341741,ALUM
add,A00342060,ALUM
add,A00343141,ALUM
add,A00344693,ALUM
add,A00345572,ALUM
add,A00345827,ALUM
add,A00346444,ALUM
add,A00347367,ALUM
add,A00347668,ALUM
add,A00348127,ALUM
add,A00348163,ALUM
add,A00348223,ALUM
add,A00348680,ALUM
add,A00348810,ALUM
add,A00349114,ALUM
add,A00349265,ALUM
add,A00349473,ALUM
add,A00349476,ALUM
add,A00350794,ALUM
add,A00350795,ALUM
add,A00351403,ALUM
add,A00351505,ALUM
add,A00352060,ALUM
add,A00352202,ALUM
add,A00352220,ALUM
add,A00352227,ALUM
add,A00352277,ALUM
add,A00352330,ALUM
add,A00352351,ALUM
add,A00352510,ALUM
add,A00352640,ALUM
add,A00352681,ALUM
add,A00352691,ALUM
add,A00352766,ALUM
add,A00352951,ALUM
add,A00352954,ALUM
add,A00353032,ALUM
add,A00353228,ALUM
add,A00353345,ALUM
add,A00353374,ALUM
add,A00353546,ALUM
add,A00353548,ALUM
add,A00353827,ALUM
add,A00353896,ALUM
add,A00353947,ALUM
add,A00354122,ALUM
add,A00354130,ALUM
add,A00354145,ALUM
add,A00354169,ALUM
add,A00355537,ALUM
add,A00365268,ALUM
add,A00365481,ALUM
add,A00366392,ALUM
add,A00366730,ALUM
add,A00366741,ALUM
add,A00366811,ALUM
add,A00367072,ALUM
add,A00367180,ALUM
add,A00367195,ALUM
add,A00367221,ALUM
add,A00367277,ALUM
add,A00367278,ALUM
add,A00367316,ALUM
add,A00367330,ALUM
add,A00367371,ALUM
add,A00367393,ALUM
add,A00367535,ALUM
add,A00367597,ALUM
add,A00367618,ALUM
add,A00367771,ALUM
add,A00367784,ALUM
add,A00367939,ALUM
add,A00368043,ALUM
add,A00368048,ALUM
add,A00368152,ALUM
add,A00368250,ALUM
add,A00368338,ALUM
add,A00368357,ALUM
add,A00368367,ALUM
add,A00368368,ALUM
add,A00368370,ALUM
add,A00368529,ALUM
add,A00368549,ALUM
add,A00368680,ALUM
add,A00369082,ALUM
add,A00369125,ALUM
add,A00369219,ALUM
add,A00369343,ALUM
add,A00369427,ALUM
add,A00369453,ALUM
add,A00369473,ALUM
add,A00369497,ALUM
add,A00369498,ALUM
add,A00369515,ALUM
add,A00369701,ALUM
add,A00369715,ALUM
add,A00369910,ALUM
add,A00370010,ALUM
add,A00370259,ALUM
add,A00370523,ALUM
add,A00370610,ALUM
add,A00370639,ALUM
add,A00370666,ALUM
add,A00370871,ALUM
add,A00370991,ALUM
add,A00371211,ALUM
add,A00371219,ALUM
add,A00371340,ALUM
add,A00371345,ALUM
add,A00371438,ALUM
add,A00371999,ALUM
add,A00372084,ALUM
add,A00372147,ALUM
add,A00372348,ALUM
add,A00372405,ALUM
add,A00372478,ALUM
add,A00372532,ALUM
add,A00372536,ALUM
add,A00372550,ALUM
add,A00372553,ALUM
add,A00372626,ALUM
add,A00372689,ALUM
add,A00372697,ALUM
add,A00372720,ALUM
add,A00373025,ALUM
add,A00373070,ALUM
add,A00373124,ALUM
add,A00373215,ALUM
add,A00373250,ALUM
add,A00373317,ALUM
add,A00373318,ALUM
add,A00373518,ALUM
add,A00373610,ALUM
add,A00373616,ALUM
add,A00373642,ALUM
add,A00373659,ALUM
add,A00373688,ALUM
add,A00373700,ALUM
add,A00373747,ALUM
add,A00373850,ALUM
add,A00373976,ALUM
add,A00374334,ALUM
add,A00374477,ALUM
add,A00374647,ALUM
add,A00374668,ALUM
add,A00374807,ALUM
add,A00374830,ALUM
add,A00374835,ALUM
add,A00374878,ALUM
add,A00375070,ALUM
add,A00375417,ALUM
add,A00375425,ALUM
add,A00375528,ALUM
add,A00375592,ALUM
add,A00375594,ALUM
add,A00375711,ALUM
add,A00375728,ALUM
add,A00375749,ALUM
add,A00375751,ALUM
add,A00375782,ALUM
add,A00375798,ALUM
add,A00376001,ALUM
add,A00376044,ALUM
add,A00376046,ALUM
add,A00376063,ALUM
add,A00376081,ALUM
add,A00376093,ALUM
add,A00376231,ALUM
add,A00376404,ALUM
add,A00376417,ALUM
add,A00376496,ALUM
add,A00376632,ALUM
add,A00376867,ALUM
add,A00376909,ALUM
add,A00377055,ALUM
add,A00377211,ALUM
add,A00377302,ALUM
add,A00377506,ALUM
add,A00377645,ALUM
add,A00377729,ALUM
add,A00377821,ALUM
add,A00377823,ALUM
add,A00378170,ALUM
add,A00378442,ALUM
add,A00378620,ALUM
add,A00378645,ALUM
add,A00379101,ALUM
add,A00379112,ALUM
add,A00379190,ALUM
add,A00379230,ALUM
add,A00379355,ALUM
add,A00379612,ALUM
add,A00379893,ALUM
add,A00379997,ALUM
add,A00380171,ALUM
add,A00380558,ALUM
add,A00380570,ALUM
add,A00380805,ALUM
add,A00380868,ALUM
add,A00381050,ALUM
add,A00381065,ALUM
add,A00381284,ALUM
add,A00381325,ALUM
add,A00381598,ALUM
add,A00381647,ALUM
add,A00381670,ALUM
add,A00382107,ALUM
add,A00382116,ALUM
add,A00382220,ALUM
add,A00382698,ALUM
add,A00382917,ALUM
add,A00382928,ALUM
add,A00382936,ALUM
add,A00382980,ALUM
add,A00383073,ALUM
add,A00383220,ALUM
add,A00383758,ALUM
add,A00383962,ALUM
add,A00384165,ALUM
add,A00384351,ALUM
add,A00384455,ALUM
add,A00384525,ALUM
add,A00384583,ALUM
add,A00385060,ALUM
add,A00385086,ALUM
add,A00385170,ALUM
add,A00385237,ALUM
add,A00385298,ALUM
add,A00385310,ALUM
add,A00385336,ALUM
add,A00385361,ALUM
add,A00385435,ALUM
add,A00385602,ALUM
add,A00385713,ALUM
add,A00385925,ALUM
add,A00386075,ALUM
add,A00386310,ALUM
add,A00386323,ALUM
add,A00386374,ALUM
add,A00386460,ALUM
add,A00386615,ALUM
add,A00386762,ALUM
add,A00386859,ALUM
add,A00386939,ALUM
add,A00386945,ALUM
add,A00387000,ALUM
add,A00387157,ALUM
add,A00387430,ALUM
add,A00387522,ALUM
add,A00387568,ALUM
add,A00387570,ALUM
add,A00387580,ALUM
add,A00387585,ALUM
add,A00387675,ALUM
add,A00387746,ALUM
add,A00387850,ALUM
add,A00388245,ALUM
add,A00388297,ALUM
add,A00388481,ALUM
add,A00388509,ALUM
add,A00388799,ALUM
add,A00389049,ALUM
add,A00389105,ALUM
add,A00389222,ALUM
add,A00389259,ALUM
add,A00389267,ALUM
add,A00389272,ALUM
add,A00389318,ALUM
add,A00389326,ALUM
add,A00389357,ALUM
add,A00389507,ALUM
add,A00389534,ALUM
add,A00389664,ALUM
add,A00389792,ALUM
add,A00389811,ALUM
add,A00389910,ALUM
add,A00389921,ALUM
add,A00390093,ALUM
add,A00390096,ALUM
add,A00390114,ALUM
add,A00390272,ALUM
add,A00390301,ALUM
add,A00390427,ALUM
add,A00390504,ALUM
add,A00390545,ALUM
add,A00390551,ALUM
add,A00390634,ALUM
add,A00390799,ALUM
add,A00390851,ALUM
add,A00390887,ALUM
add,A00391024,ALUM
add,A00391033,ALUM
add,A00391056,ALUM
add,A00391112,ALUM
add,A00391237,ALUM
add,A00391407,ALUM
add,A00391414,ALUM
add,A00391416,ALUM
add,A00391423,ALUM
add,A00391438,ALUM
add,A00391523,ALUM
add,A00391533,ALUM
add,A00391676,ALUM
add,A00391887,ALUM
add,A00391925,ALUM
add,A00391973,ALUM
add,A00391999,ALUM
add,A00392007,ALUM
add,A00392015,ALUM
add,A00392132,ALUM
add,A00392327,ALUM
add,A00392475,ALUM
add,A00392499,ALUM
add,A00392562,ALUM
add,A00392588,ALUM
add,A00392605,ALUM
add,A00392919,ALUM
add,A00392921,ALUM
add,A00393001,ALUM
add,A00393030,ALUM
add,A00393128,ALUM
add,A00393170,ALUM
add,A00393182,ALUM
add,A00393211,ALUM
add,A00393282,ALUM
add,A00393446,ALUM
add,A00393465,ALUM
add,A00393490,ALUM
add,A00393566,ALUM
add,A00393616,ALUM
add,A00393623,ALUM
add,A00393673,ALUM
add,A00393754,ALUM
add,A00393779,ALUM
add,A00393823,ALUM
add,A00393865,ALUM
add,A00393902,ALUM
add,A00393984,ALUM
add,A00394004,ALUM
add,A00394022,ALUM
add,A00394029,ALUM
add,A00394043,ALUM
add,A00394185,ALUM
add,A00394210,ALUM
add,A00394228,ALUM
add,A00394386,ALUM
add,A00394474,ALUM
add,A00394524,ALUM
add,A00394583,ALUM
add,A00394626,ALUM
add,A00394665,ALUM
add,A00394871,ALUM
add,A00394911,ALUM
add,A00395115,ALUM
add,A00395126,ALUM
add,A00395348,ALUM
add,A00395377,ALUM
add,A00395435,ALUM
add,A00395593,ALUM
add,A00395606,ALUM
add,A00395674,ALUM
add,A00395849,ALUM
add,A00395854,ALUM
add,A00395929,ALUM
add,A00395998,ALUM
add,A00396305,ALUM
add,A00396315,ALUM
add,A00396417,ALUM
add,A00396432,ALUM
add,A00396457,ALUM
add,A00396882,ALUM
add,A00396885,ALUM
add,A00396886,ALUM
add,A00397118,ALUM
add,A00397233,ALUM
add,A00397359,ALUM
add,A00397466,ALUM
add,A00397718,ALUM
add,A00397814,ALUM
add,A00397828,ALUM
add,A00397830,ALUM
add,A00397844,ALUM
add,A00398136,ALUM
add,A00398373,ALUM
add,A00398451,ALUM
add,A00398460,ALUM
add,A00398531,ALUM
add,A00398533,ALUM
add,A00398592,ALUM
add,A00398632,ALUM
add,A00398809,ALUM
add,A00398817,ALUM
add,A00398916,ALUM
add,A00399047,ALUM
add,A00399061,ALUM
add,A00399146,ALUM
add,A00399171,ALUM
add,A00399257,ALUM
add,A00399258,ALUM
add,A00399340,ALUM
add,A00399349,ALUM
add,A00399417,ALUM
add,A00399426,ALUM
add,A00399446,ALUM
add,A00399502,ALUM
add,A00399598,ALUM
add,A00399837,ALUM
add,A00399860,ALUM
add,A00399906,ALUM
add,A00400026,ALUM
add,A00400063,ALUM
add,A00400086,ALUM
add,A00400176,ALUM
add,A00400259,ALUM
add,A00400319,ALUM
add,A00400473,ALUM
add,A00400673,ALUM
add,A00400757,ALUM
add,A00400897,ALUM
add,A00400949,ALUM
add,A00401008,ALUM
add,A00401063,ALUM
add,A00401383,ALUM
add,A00401643,ALUM
add,A00401695,ALUM
add,A00401845,ALUM
add,A00401862,ALUM
add,A00401940,ALUM
add,A00402021,ALUM
add,A00402046,ALUM
add,A00402111,ALUM
add,A00402135,ALUM
add,A00402240,ALUM
add,A00402282,ALUM
add,A00402304,ALUM
add,A00402389,ALUM
add,A00402418,ALUM
add,A00402509,ALUM
add,A00402517,ALUM
add,A00402535,ALUM
add,A00402540,ALUM
add,A00402791,ALUM
add,A00402878,ALUM
add,A00402908,ALUM
add,A00402945,ALUM
add,A00403053,ALUM
add,A00403101,ALUM
add,A00403124,ALUM
add,A00403129,ALUM
add,A00403136,ALUM
add,A00403262,ALUM
add,A00403263,ALUM
add,A00403306,ALUM
add,A00403322,ALUM
add,A00403367,ALUM
add,A00403421,ALUM
add,A00403461,ALUM
add,A00403486,ALUM
add,A00403702,ALUM
add,A00403718,ALUM
add,A00403812,ALUM
add,A00403832,ALUM
add,A00403873,ALUM
add,A00403888,ALUM
add,A00403930,ALUM
add,A00403998,ALUM
add,A00404022,ALUM
add,A00404038,ALUM
add,A00404082,ALUM
add,A00404165,ALUM
add,A00404246,ALUM
add,A00404252,ALUM
add,A00404290,ALUM
add,A00404336,ALUM
add,A00404369,ALUM
add,A00404451,ALUM
add,A00404570,ALUM
add,A00404718,ALUM
add,A00404733,ALUM
add,A00404900,ALUM
add,A00405068,ALUM
add,A00405129,ALUM
add,A00405148,ALUM
add,A00405195,ALUM
add,A00405219,ALUM
add,A00405271,ALUM
add,A00405288,ALUM
add,A00405291,ALUM
add,A00405321,ALUM
add,A00405407,ALUM
add,A00405489,ALUM
add,A00405641,ALUM
add,A00405658,ALUM
add,A00405696,ALUM
add,A00405713,ALUM
add,A00405820,ALUM
add,A00405829,ALUM
add,A00405934,ALUM
add,A00406037,ALUM
add,A00406175,ALUM
add,A00406209,ALUM
add,A00406214,ALUM
add,A00406225,ALUM
add,A00406274,ALUM
add,A00406277,ALUM
add,A00406331,ALUM
add,A00406496,ALUM
add,A00406546,ALUM
add,A00406614,ALUM
add,A00406700,ALUM
add,A00406749,ALUM
add,A00406768,ALUM
add,A00406784,ALUM
add,A00406939,ALUM
add,A00406982,ALUM
add,A00407028,ALUM
add,A00407092,ALUM
add,A00407233,ALUM
add,A00407240,ALUM
add,A00407259,ALUM
add,A00407260,ALUM
add,A00407328,ALUM
add,A00407333,ALUM
add,A00407545,ALUM
add,A00407611,ALUM
add,A00407621,ALUM
add,A00407624,ALUM
add,A00407783,ALUM
add,A00407804,ALUM
add,A00407807,ALUM
add,A00407821,ALUM
add,A00407833,ALUM
add,A00407868,ALUM
add,A00407991,ALUM
add,A00408040,ALUM
add,A00408079,ALUM
add,A00408184,ALUM
add,A00408245,ALUM
add,A00408262,ALUM
add,A00408265,ALUM
add,A00408283,ALUM
add,A00408310,ALUM
add,A00408452,ALUM
add,A00408597,ALUM
add,A00408626,ALUM
add,A00408627,ALUM
add,A00408631,ALUM
add,A00408641,ALUM
add,A00408796,ALUM
add,A00408827,ALUM
add,A00408922,ALUM
add,A00409005,ALUM
add,A00409006,ALUM
add,A00409072,ALUM
add,A00409111,ALUM
add,A00409152,ALUM
add,A00409169,ALUM
add,A00409271,ALUM
add,A00409400,ALUM
add,A00409457,ALUM
add,A00409502,ALUM
add,A00409578,ALUM
add,A00409581,ALUM
add,A00409628,ALUM
add,A00409669,ALUM
add,A00409672,ALUM
add,A00409757,ALUM
add,A00409768,ALUM
add,A00409813,ALUM
add,A00409870,ALUM
add,A00409974,ALUM
add,A00410079,ALUM
add,A00410090,ALUM
add,A00410190,ALUM
add,A00410227,ALUM
add,A00410228,ALUM
add,A00410348,ALUM
add,A00410353,ALUM
add,A00410409,ALUM
add,A00410574,ALUM
add,A00410613,ALUM
add,A00410662,ALUM
add,A00410705,ALUM
add,A00410765,ALUM
add,A00410772,ALUM
add,A00410823,ALUM
add,A00410984,ALUM
add,A00411099,ALUM
add,A00411175,ALUM
add,A00411330,ALUM
add,A00411439,ALUM
add,A00411457,ALUM
add,A00411479,ALUM
add,A00411510,ALUM
add,A00411524,ALUM
add,A00411529,ALUM
add,A00411577,ALUM
add,A00411592,ALUM
add,A00411691,ALUM
add,A00411731,ALUM
add,A00411736,ALUM
add,A00411752,ALUM
add,A00411759,ALUM
add,A00411764,ALUM
add,A00411803,ALUM
add,A00411858,ALUM
add,A00411993,ALUM
add,A00412046,ALUM
add,A00412063,ALUM
add,A00412110,ALUM
add,A00412154,ALUM
add,A00412171,ALUM
add,A00412175,ALUM
add,A00412236,ALUM
add,A00412289,ALUM
add,A00412390,ALUM
add,A00412405,ALUM
add,A00412496,ALUM
add,A00412547,ALUM
add,A00412549,ALUM
add,A00412562,ALUM
add,A00412599,ALUM
add,A00412706,ALUM
add,A00412713,ALUM
add,A00412795,ALUM
add,A00412827,ALUM
add,A00412983,ALUM
add,A00412989,ALUM
add,A00413043,ALUM
add,A00413061,ALUM
add,A00413065,ALUM
add,A00413206,ALUM
add,A00413264,ALUM
add,A00413304,ALUM
add,A00413427,ALUM
add,A00413457,ALUM
add,A00413503,ALUM
add,A00413574,ALUM
add,A00413619,ALUM
add,A00413688,ALUM
add,A00413693,ALUM
add,A00413703,ALUM
add,A00413775,ALUM
add,A00413866,ALUM
add,A00413924,ALUM
add,A00414119,ALUM
add,A00414188,ALUM
add,A00414205,ALUM
add,A00414220,ALUM
add,A00414268,ALUM
add,A00414312,ALUM
add,A00414318,ALUM
add,A00414320,ALUM
add,A00414327,ALUM
add,A00414436,ALUM
add,A00414683,ALUM
add,A00414714,ALUM
add,A00414759,ALUM
add,A00414794,ALUM
add,A00414806,ALUM
add,A00414817,ALUM
add,A00414850,ALUM
add,A00415007,ALUM
add,A00415011,ALUM
add,A00415080,ALUM
add,A00415259,ALUM
add,A00415312,ALUM
add,A00415381,ALUM
add,A00415406,ALUM
add,A00415418,ALUM
add,A00415462,ALUM
add,A00415473,ALUM
add,A00415551,ALUM
add,A00415582,ALUM
add,A00415598,ALUM
add,A00415689,ALUM
add,A00415708,ALUM
add,A00415799,ALUM
add,A00415906,ALUM
add,A00416014,ALUM
add,A00416049,ALUM
add,A00416349,ALUM
add,A00416360,ALUM
add,A00416401,ALUM
add,A00416639,ALUM
add,A00416703,ALUM
add,A00416849,ALUM
add,A00416861,ALUM
add,A00416965,ALUM
add,A00417106,ALUM
add,A00417118,ALUM
add,A00417139,ALUM
add,A00417187,ALUM
add,A00417217,ALUM
add,A00417251,ALUM
add,A00417288,ALUM
add,A00417426,ALUM
add,A00417462,ALUM
add,A00417471,ALUM
add,A00417472,ALUM
add,A00417537,ALUM
add,A00417544,ALUM
add,A00417571,ALUM
add,A00417608,ALUM
add,A00417651,ALUM
add,A00417762,ALUM
add,A00417800,ALUM
add,A00417981,ALUM
add,A00418026,ALUM
add,A00418077,ALUM
add,A00418102,ALUM
add,A00418255,ALUM
add,A00418261,ALUM
add,A00418290,ALUM
add,A00418291,ALUM
add,A00418342,ALUM
add,A00418389,ALUM
add,A00418597,ALUM
add,A00418638,ALUM
add,A00418646,ALUM
add,A00418654,ALUM
add,A00418692,ALUM
add,A00418776,ALUM
add,A00418823,ALUM
add,A00418915,ALUM
add,A00419043,ALUM
add,A00419051,ALUM
add,A00419063,ALUM
add,A00419074,ALUM
add,A00419094,ALUM
add,A00419181,ALUM
add,A00419225,ALUM
add,A00419232,ALUM
add,A00419301,ALUM
add,A00419329,ALUM
add,A00419346,ALUM
add,A00419607,ALUM
add,A00419609,ALUM
add,A00419630,ALUM
add,A00419719,ALUM
add,A00419876,ALUM
add,A00419898,ALUM
add,A00419911,ALUM
add,A00419913,ALUM
add,A00420037,ALUM
add,A00420045,ALUM
add,A00420246,ALUM
add,A00420305,ALUM
add,A00420359,ALUM
add,A00420422,ALUM
add,A00420437,ALUM
add,A00420459,ALUM
add,A00420464,ALUM
add,A00420507,ALUM
add,A00420535,ALUM
add,A00420541,ALUM
add,A00420549,ALUM
add,A00420567,ALUM
add,A00420570,ALUM
add,A00420749,ALUM
add,A00420792,ALUM
add,A00420806,ALUM
add,A00420839,ALUM
add,A00420858,ALUM
add,A00420878,ALUM
add,A00420924,ALUM
add,A00420940,ALUM
add,A00421015,ALUM
add,A00421104,ALUM
add,A00421235,ALUM
add,A00421332,ALUM
add,A00421368,ALUM
add,A00421371,ALUM
add,A00421458,ALUM
add,A00421479,ALUM
add,A00421506,ALUM
add,A00421549,ALUM
add,A00421767,ALUM
add,A00421985,ALUM
add,A00421986,ALUM
add,A00422131,ALUM
add,A00422200,ALUM
add,A00422399,ALUM
add,A00422449,ALUM
add,A00422480,ALUM
add,A00422565,ALUM
add,A00422593,ALUM
add,A00422833,ALUM
add,A00422910,ALUM
add,A00422951,ALUM
add,A00423067,ALUM
add,A00423164,ALUM
add,A00423263,ALUM
add,A00423308,ALUM
add,A00423354,ALUM
add,A00423517,ALUM
add,A00423588,ALUM
add,A00423622,ALUM
add,A00423765,ALUM
add,A00423902,ALUM
add,A00423933,ALUM
add,A00423941,ALUM
add,A00424026,ALUM
add,A00424027,ALUM
add,A00424152,ALUM
add,A00424237,ALUM
add,A00424290,ALUM
add,A00424338,ALUM
add,A00424359,ALUM
add,A00424367,ALUM
add,A00424380,ALUM
add,A00424404,ALUM
add,A00424405,ALUM
add,A00424419,ALUM
add,A00424431,ALUM
add,A00424476,ALUM
add,A00424477,ALUM
add,A00424488,ALUM
add,A00424534,ALUM
add,A00424538,ALUM
add,A00424553,ALUM
add,A00424556,ALUM
add,A00424717,ALUM
add,A00424804,ALUM
add,A00424849,ALUM
add,A00424898,ALUM
add,A00424942,ALUM
add,A00424956,ALUM
add,A00425021,ALUM
add,A00425075,ALUM
add,A00425143,ALUM
add,A00425156,ALUM
add,A00425209,ALUM
add,A00425227,ALUM
add,A00425262,ALUM
add,A00425338,ALUM
add,A00425373,ALUM
add,A00425465,ALUM
add,A00425498,ALUM
add,A00425555,ALUM
add,A00425569,ALUM
add,A00425629,ALUM
add,A00425797,ALUM
add,A00425807,ALUM
add,A00425823,ALUM
add,A00425848,ALUM
add,A00425883,ALUM
add,A00425909,ALUM
add,A00425945,ALUM
add,A00426180,ALUM
add,A00426295,ALUM
add,A00426308,ALUM
add,A00426320,ALUM
add,A00426323,ALUM
add,A00426368,ALUM
add,A00426396,ALUM
add,A00426417,ALUM
add,A00426434,ALUM
add,A00426548,ALUM
add,A00426676,ALUM
add,A00426744,ALUM
add,A00426747,ALUM
add,A00426750,ALUM
add,A00426800,ALUM
add,A00426828,ALUM
add,A00426918,ALUM
add,A00426942,ALUM
add,A00426952,ALUM
add,A00426998,ALUM
add,A00427024,ALUM
add,A00427055,ALUM
add,A00427103,ALUM
add,A00427120,ALUM
add,A00427244,ALUM
add,A00427653,ALUM
add,A00427709,ALUM
add,A00427710,ALUM
add,A00427714,ALUM
add,A00427738,ALUM
add,A00427747,ALUM
add,A00427755,ALUM
add,A00427866,ALUM
add,A00427881,ALUM
add,A00427942,ALUM
add,A00428023,ALUM
add,A00428038,ALUM
add,A00428107,ALUM
add,A00428175,ALUM
add,A00428179,ALUM
add,A00428201,ALUM
add,A00428253,ALUM
add,A00428286,ALUM
add,A00428320,ALUM
add,A00428351,ALUM
add,A00428469,ALUM
add,A00428473,ALUM
add,A00428512,ALUM
add,A00428519,ALUM
add,A00428576,ALUM
add,A00428605,ALUM
add,A00428676,ALUM
add,A00428712,ALUM
add,A00428717,ALUM
add,A00428730,ALUM
add,A00428994,ALUM
add,A00429068,ALUM
add,A00429146,ALUM
add,A00429228,ALUM
add,A00429265,ALUM
add,A00429306,ALUM
add,A00429450,ALUM
add,A00429460,ALUM
add,A00429630,ALUM
add,A00429776,ALUM
add,A00429844,ALUM
add,A00429872,ALUM
add,A00429911,ALUM
add,A00430091,ALUM
